Category,Order Date,Sales Target,Segment
Furniture,11/5/2013,"1,967.48",Corporate
Office Supplies,11/5/2013,181.15,Consumer
Office Supplies,11/5/2013,818.25,Corporate
Office Supplies,11/5/2013,44.68,Home Office
Technology,11/5/2013,679.54,Consumer
Furniture,11/6/2013,"2,727.29",Consumer
Office Supplies,11/6/2013,232.19,Consumer
Office Supplies,11/6/2013,225.45,Home Office
Technology,11/6/2013,862.47,Consumer
Technology,11/6/2013,22.79,Corporate
Furniture,11/7/2013,233.81,Corporate
Furniture,11/7/2013,300.78,Home Office
Office Supplies,11/7/2013,72.96,Consumer
Office Supplies,11/7/2013,109.89,Corporate
Furniture,11/8/2013,48.91,Consumer
Furniture,11/8/2013,12.89,Corporate
Furniture,11/8/2013,"1,442.82",Home Office
Office Supplies,11/8/2013,763.41,Consumer
Office Supplies,11/8/2013,84.97,Corporate
Office Supplies,11/8/2013,11.87,Home Office
Technology,11/8/2013,617.69,Consumer
Technology,11/8/2013,557.95,Corporate
Furniture,11/9/2013,"1,023.72",Consumer
Technology,11/10/2013,460.77,Consumer
Furniture,11/11/2013,817.51,Consumer
Furniture,11/11/2013,31.71,Corporate
Furniture,11/11/2013,170.93,Home Office
Office Supplies,11/11/2013,"1,182.91",Consumer
Office Supplies,11/11/2013,404.46,Corporate
Office Supplies,11/11/2013,518.44,Home Office
Technology,11/11/2013,"1,439.21",Consumer
Technology,11/11/2013,187.75,Home Office
Furniture,11/12/2013,525.08,Consumer
Furniture,11/12/2013,"2,526.69",Corporate
Office Supplies,11/12/2013,114.79,Consumer
Office Supplies,11/12/2013,185.96,Corporate
Office Supplies,11/12/2013,695.06,Home Office
Technology,11/12/2013,317.95,Consumer
Technology,11/12/2013,124.05,Corporate
Furniture,11/13/2013,"3,738.15",Consumer
Furniture,11/13/2013,22.98,Corporate
Furniture,11/13/2013,728.3,Home Office
Office Supplies,11/13/2013,119.61,Consumer
Office Supplies,11/13/2013,325.67,Corporate
Technology,11/13/2013,29.11,Consumer
Technology,11/13/2013,189.7,Home Office
Furniture,11/14/2013,30.06,Corporate
Furniture,11/14/2013,20.4,Home Office
Office Supplies,11/14/2013,45.88,Consumer
Office Supplies,11/14/2013,251.83,Corporate
Office Supplies,11/14/2013,265.19,Home Office
Technology,11/14/2013,"2,485.16",Home Office
Furniture,11/15/2013,925.08,Consumer
Office Supplies,11/15/2013,96.56,Consumer
Technology,11/15/2013,"1,533.32",Consumer
Furniture,11/16/2013,680.43,Corporate
Office Supplies,11/16/2013,"1,023.28",Consumer
Technology,11/16/2013,410.08,Corporate
Office Supplies,11/17/2013,40.39,Consumer
Office Supplies,11/18/2013,22.37,Consumer
Office Supplies,11/18/2013,45.54,Home Office
Technology,11/18/2013,57.77,Consumer
Furniture,11/19/2013,308,Consumer
Furniture,11/19/2013,239.8,Home Office
Office Supplies,11/19/2013,63.56,Consumer
Office Supplies,11/19/2013,105.01,Corporate
Office Supplies,11/19/2013,"1,386.69",Home Office
Technology,11/19/2013,547.4,Consumer
Technology,11/19/2013,"1,240.76",Corporate
Technology,11/19/2013,67.31,Home Office
Furniture,11/20/2013,2.07,Consumer
Furniture,11/20/2013,28.44,Corporate
Office Supplies,11/20/2013,446.68,Consumer
Office Supplies,11/20/2013,54.41,Corporate
Office Supplies,11/20/2013,35.34,Home Office
Technology,11/20/2013,76.28,Consumer
Furniture,11/21/2013,633.52,Corporate
Furniture,11/21/2013,80.01,Home Office
Office Supplies,11/21/2013,151.16,Consumer
Office Supplies,11/21/2013,382.82,Corporate
Office Supplies,11/21/2013,36.46,Home Office
Technology,11/21/2013,"1,096.12",Consumer
Technology,11/21/2013,344.14,Corporate
Technology,11/21/2013,225.27,Home Office
Furniture,11/22/2013,384.62,Consumer
Furniture,11/22/2013,104.48,Home Office
Office Supplies,11/22/2013,73.69,Consumer
Office Supplies,11/22/2013,63.39,Corporate
Technology,11/22/2013,104.09,Consumer
Technology,11/22/2013,392.79,Corporate
Furniture,11/23/2013,42.67,Corporate
Office Supplies,11/23/2013,80.7,Consumer
Office Supplies,11/23/2013,31.69,Corporate
Office Supplies,11/23/2013,126.22,Home Office
Technology,11/23/2013,22.35,Consumer
Furniture,11/24/2013,85.66,Corporate
Office Supplies,11/24/2013,15.96,Corporate
Furniture,11/25/2013,"1,911.44",Corporate
Furniture,11/25/2013,427.8,Home Office
Office Supplies,11/25/2013,"1,287.34",Consumer
Office Supplies,11/25/2013,119.73,Home Office
Technology,11/25/2013,"1,161.29",Consumer
Technology,11/25/2013,"1,171.03",Corporate
Technology,11/25/2013,163.07,Home Office
Furniture,11/26/2013,176.86,Consumer
Furniture,11/26/2013,"1,631.35",Corporate
Office Supplies,11/26/2013,535.25,Consumer
Office Supplies,11/26/2013,580.7,Corporate
Office Supplies,11/26/2013,4.98,Home Office
Technology,11/26/2013,"4,342.74",Consumer
Technology,11/26/2013,451.12,Corporate
Furniture,11/27/2013,"4,242.17",Consumer
Furniture,11/27/2013,344.49,Corporate
Office Supplies,11/27/2013,212.66,Consumer
Office Supplies,11/27/2013,187.42,Corporate
Office Supplies,11/27/2013,18.47,Home Office
Technology,11/27/2013,514.78,Consumer
Technology,11/27/2013,"2,584.00",Corporate
Technology,11/27/2013,64.77,Home Office
Furniture,11/28/2013,294.61,Consumer
Furniture,11/28/2013,31.88,Corporate
Office Supplies,11/28/2013,339.04,Consumer
Office Supplies,11/28/2013,442.31,Corporate
Technology,11/28/2013,380.98,Consumer
Technology,11/28/2013,87.62,Corporate
Furniture,11/29/2013,514.56,Corporate
Office Supplies,11/29/2013,7.52,Consumer
Office Supplies,11/29/2013,"2,326.42",Corporate
Technology,11/29/2013,450.72,Corporate
Furniture,11/30/2013,263.97,Home Office
Technology,11/30/2013,53.16,Corporate
Furniture,12/1/2013,343.17,Consumer
Office Supplies,12/1/2013,478.7,Consumer
Technology,12/1/2013,36.19,Consumer
Furniture,12/2/2013,"1,556.99",Consumer
Furniture,12/2/2013,27.81,Home Office
Office Supplies,12/2/2013,999.39,Consumer
Office Supplies,12/2/2013,"2,341.75",Corporate
Office Supplies,12/2/2013,"1,029.87",Home Office
Technology,12/2/2013,"1,300.02",Consumer
Furniture,12/3/2013,764.53,Corporate
Furniture,12/3/2013,76.04,Home Office
Office Supplies,12/3/2013,666.18,Consumer
Office Supplies,12/3/2013,348.65,Corporate
Office Supplies,12/3/2013,"2,079.40",Home Office
Technology,12/3/2013,172.22,Corporate
Technology,12/3/2013,535.46,Home Office
Furniture,12/4/2013,"2,183.71",Consumer
Office Supplies,12/4/2013,"1,286.71",Consumer
Technology,12/4/2013,"1,781.95",Consumer
Furniture,12/5/2013,122.89,Consumer
Office Supplies,12/5/2013,550.26,Consumer
Office Supplies,12/5/2013,217.14,Corporate
Technology,12/5/2013,72.68,Consumer
Furniture,12/6/2013,187.98,Consumer
Furniture,12/6/2013,"1,842.46",Corporate
Office Supplies,12/6/2013,"1,283.02",Consumer
Office Supplies,12/6/2013,316.06,Corporate
Office Supplies,12/6/2013,37.83,Home Office
Technology,12/6/2013,678.98,Consumer
Technology,12/6/2013,454.26,Corporate
Office Supplies,12/7/2013,540.04,Consumer
Office Supplies,12/7/2013,"1,137.90",Corporate
Office Supplies,12/7/2013,427.21,Home Office
Technology,12/7/2013,535.78,Consumer
Technology,12/7/2013,470.38,Corporate
Technology,12/7/2013,495.47,Home Office
Furniture,12/9/2013,"1,183.60",Consumer
Furniture,12/9/2013,"1,467.45",Corporate
Office Supplies,12/9/2013,336.19,Consumer
Office Supplies,12/9/2013,51.22,Corporate
Office Supplies,12/9/2013,25.42,Home Office
Technology,12/9/2013,354.31,Consumer
Technology,12/9/2013,"1,066.99",Corporate
Furniture,12/10/2013,"1,151.98",Consumer
Furniture,12/10/2013,74.38,Corporate
Office Supplies,12/10/2013,178.35,Consumer
Office Supplies,12/10/2013,368.29,Corporate
Technology,12/10/2013,122.72,Consumer
Technology,12/10/2013,18.85,Corporate
Furniture,12/11/2013,"1,554.36",Consumer
Office Supplies,12/11/2013,"1,625.24",Consumer
Office Supplies,12/11/2013,64.08,Corporate
Office Supplies,12/11/2013,86.76,Home Office
Technology,12/11/2013,42.07,Consumer
Furniture,12/12/2013,"1,369.10",Consumer
Furniture,12/12/2013,857.95,Corporate
Furniture,12/12/2013,387.76,Home Office
Office Supplies,12/12/2013,798.5,Consumer
Office Supplies,12/12/2013,609.85,Corporate
Technology,12/12/2013,502.69,Consumer
Technology,12/12/2013,"1,401.08",Corporate
Furniture,12/13/2013,375.97,Consumer
Furniture,12/13/2013,56.13,Corporate
Furniture,12/13/2013,30.13,Home Office
Office Supplies,12/13/2013,91.91,Consumer
Office Supplies,12/13/2013,66.07,Corporate
Office Supplies,12/13/2013,41.98,Home Office
Technology,12/13/2013,234.95,Consumer
Technology,12/13/2013,330.2,Corporate
Technology,12/13/2013,631.61,Home Office
Furniture,12/14/2013,"1,047.42",Corporate
Office Supplies,12/14/2013,9.35,Consumer
Office Supplies,12/14/2013,5.49,Corporate
Technology,12/14/2013,59.41,Corporate
Furniture,12/15/2013,477.27,Consumer
Furniture,12/15/2013,81.42,Corporate
Office Supplies,12/15/2013,78.02,Consumer
Office Supplies,12/15/2013,141.54,Corporate
Furniture,12/16/2013,15.79,Consumer
Furniture,12/16/2013,"1,636.41",Corporate
Furniture,12/16/2013,485.21,Home Office
Office Supplies,12/16/2013,2.08,Consumer
Office Supplies,12/16/2013,272.66,Corporate
Office Supplies,12/16/2013,106.61,Home Office
Furniture,12/17/2013,507.53,Consumer
Office Supplies,12/17/2013,37.35,Consumer
Office Supplies,12/17/2013,3.13,Corporate
Technology,12/17/2013,20.15,Home Office
Furniture,12/18/2013,"1,983.48",Consumer
Office Supplies,12/18/2013,"10,783.09",Consumer
Office Supplies,12/18/2013,73.67,Corporate
Office Supplies,12/18/2013,40.48,Home Office
Technology,12/18/2013,180.5,Corporate
Furniture,12/19/2013,39.92,Consumer
Furniture,12/19/2013,188.49,Corporate
Furniture,12/19/2013,894.32,Home Office
Office Supplies,12/19/2013,"4,128.00",Corporate
Office Supplies,12/19/2013,951.93,Home Office
Technology,12/19/2013,802.85,Consumer
Technology,12/19/2013,61.62,Corporate
Technology,12/19/2013,154.19,Home Office
Furniture,12/20/2013,310,Consumer
Furniture,12/20/2013,483.33,Corporate
Office Supplies,12/20/2013,60.19,Corporate
Furniture,12/21/2013,17.41,Home Office
Office Supplies,12/21/2013,34.24,Consumer
Office Supplies,12/21/2013,14.34,Home Office
Technology,12/21/2013,62.99,Consumer
Furniture,12/23/2013,946.88,Consumer
Office Supplies,12/23/2013,61.46,Consumer
Office Supplies,12/23/2013,54.25,Home Office
Technology,12/23/2013,12.25,Home Office
Furniture,12/24/2013,833.37,Consumer
Furniture,12/24/2013,137.95,Corporate
Office Supplies,12/24/2013,5.33,Consumer
Office Supplies,12/24/2013,"1,718.09",Corporate
Office Supplies,12/24/2013,8.29,Home Office
Technology,12/24/2013,"3,131.89",Corporate
Technology,12/24/2013,"1,544.97",Home Office
Furniture,12/25/2013,792.91,Consumer
Office Supplies,12/25/2013,38.57,Consumer
Office Supplies,12/25/2013,35.4,Corporate
Office Supplies,12/25/2013,573.61,Home Office
Technology,12/25/2013,186.09,Corporate
Technology,12/25/2013,245.45,Home Office
Furniture,12/26/2013,"5,727.18",Consumer
Furniture,12/26/2013,"1,194.45",Corporate
Office Supplies,12/26/2013,175.76,Consumer
Office Supplies,12/26/2013,47.17,Corporate
Technology,12/26/2013,355.98,Consumer
Technology,12/26/2013,"2,986.39",Corporate
Furniture,12/27/2013,"1,173.66",Corporate
Office Supplies,12/27/2013,41.16,Consumer
Office Supplies,12/27/2013,111.66,Corporate
Technology,12/27/2013,86.37,Consumer
Technology,12/27/2013,287.26,Corporate
Furniture,12/28/2013,760.94,Corporate
Office Supplies,12/28/2013,31.89,Consumer
Office Supplies,12/28/2013,39.21,Home Office
Technology,12/28/2013,35.2,Consumer
Furniture,12/30/2013,775.51,Consumer
Office Supplies,12/30/2013,317.61,Consumer
Office Supplies,12/30/2013,37.62,Corporate
Office Supplies,12/30/2013,65.26,Home Office
Furniture,12/31/2013,184.45,Consumer
Office Supplies,12/31/2013,101.02,Consumer
Office Supplies,12/31/2013,20.63,Corporate
Office Supplies,12/31/2013,521.84,Home Office
Office Supplies,1/1/2014,247.37,Consumer
Office Supplies,1/1/2014,145.43,Corporate
Technology,1/1/2014,332.61,Consumer
Furniture,1/2/2014,907.21,Consumer
Office Supplies,1/2/2014,542.96,Consumer
Office Supplies,1/2/2014,3.46,Home Office
Furniture,1/3/2014,959.1,Consumer
Office Supplies,1/3/2014,442.07,Consumer
Office Supplies,1/3/2014,41.84,Corporate
Technology,1/3/2014,626.82,Corporate
Office Supplies,1/4/2014,"2,090.97",Consumer
Office Supplies,1/7/2014,31.04,Home Office
Office Supplies,1/8/2014,305.4,Consumer
Technology,1/8/2014,"3,365.98",Corporate
Furniture,1/9/2014,982.28,Corporate
Office Supplies,1/10/2014,285.47,Consumer
Furniture,1/13/2014,38.43,Home Office
Office Supplies,1/13/2014,670.56,Corporate
Office Supplies,1/13/2014,42.89,Home Office
Furniture,1/14/2014,202.29,Corporate
Office Supplies,1/14/2014,"3,921.69",Corporate
Furniture,1/15/2014,18.39,Home Office
Office Supplies,1/15/2014,230.16,Consumer
Office Supplies,1/15/2014,166.94,Corporate
Office Supplies,1/15/2014,105.02,Home Office
Technology,1/15/2014,110.31,Consumer
Technology,1/15/2014,163.99,Corporate
Technology,1/15/2014,215.75,Home Office
Office Supplies,1/16/2014,"2,209.13",Consumer
Office Supplies,1/16/2014,22.04,Home Office
Technology,1/16/2014,110.58,Consumer
Furniture,1/17/2014,314.78,Consumer
Furniture,1/17/2014,423.32,Corporate
Office Supplies,1/17/2014,"5,555.03",Consumer
Furniture,1/20/2014,845.7,Consumer
Office Supplies,1/20/2014,631.63,Consumer
Technology,1/20/2014,468.26,Consumer
Furniture,1/21/2014,189.14,Corporate
Office Supplies,1/21/2014,35.32,Consumer
Technology,1/21/2014,453.05,Consumer
Furniture,1/22/2014,79.88,Home Office
Office Supplies,1/22/2014,252.46,Consumer
Office Supplies,1/22/2014,938.61,Home Office
Technology,1/22/2014,"1,184.29",Home Office
Office Supplies,1/23/2014,20.92,Corporate
Office Supplies,1/23/2014,"1,308.37",Home Office
Technology,1/23/2014,"2,579.96",Home Office
Furniture,1/24/2014,189.88,Corporate
Office Supplies,1/24/2014,48.43,Corporate
Office Supplies,1/24/2014,4.35,Home Office
Technology,1/24/2014,81.17,Corporate
Technology,1/24/2014,82.55,Home Office
Office Supplies,1/25/2014,4.93,Consumer
Office Supplies,1/25/2014,260.27,Corporate
Technology,1/25/2014,101.52,Corporate
Furniture,1/27/2014,62.72,Consumer
Office Supplies,1/27/2014,27.6,Consumer
Office Supplies,1/27/2014,21.72,Corporate
Technology,1/27/2014,"2,851.73",Consumer
Office Supplies,1/28/2014,13.46,Consumer
Technology,1/28/2014,286.11,Consumer
Furniture,1/29/2014,41.51,Home Office
Office Supplies,1/29/2014,249.11,Consumer
Technology,1/29/2014,696.78,Home Office
Furniture,1/30/2014,14.31,Consumer
Office Supplies,1/30/2014,291.13,Consumer
Furniture,1/31/2014,425,Consumer
Furniture,1/31/2014,33.2,Corporate
Furniture,1/31/2014,107.5,Home Office
Office Supplies,1/31/2014,178.84,Consumer
Office Supplies,1/31/2014,89.76,Corporate
Office Supplies,1/31/2014,18.76,Home Office
Technology,1/31/2014,"1,923.04",Consumer
Technology,1/31/2014,182.16,Corporate
Technology,1/31/2014,628.96,Home Office
Furniture,2/3/2014,78.5,Consumer
Furniture,2/3/2014,216.9,Corporate
Office Supplies,2/3/2014,165.4,Consumer
Office Supplies,2/3/2014,111.11,Corporate
Technology,2/3/2014,308.95,Corporate
Furniture,2/4/2014,19.09,Home Office
Office Supplies,2/4/2014,348.47,Consumer
Office Supplies,2/4/2014,436.25,Home Office
Office Supplies,2/5/2014,29.73,Consumer
Office Supplies,2/6/2014,253.62,Consumer
Office Supplies,2/6/2014,"1,640.70",Corporate
Technology,2/6/2014,371.2,Corporate
Furniture,2/7/2014,552.69,Consumer
Office Supplies,2/7/2014,40.23,Corporate
Office Supplies,2/7/2014,32.59,Home Office
Technology,2/7/2014,206.99,Corporate
Furniture,2/10/2014,4.06,Consumer
Furniture,2/10/2014,20.06,Corporate
Office Supplies,2/10/2014,664.12,Consumer
Technology,2/10/2014,110.07,Consumer
Furniture,2/11/2014,177.47,Home Office
Office Supplies,2/11/2014,24.04,Consumer
Furniture,2/12/2014,147.57,Consumer
Furniture,2/12/2014,"1,040.19",Corporate
Office Supplies,2/12/2014,39.09,Corporate
Technology,2/12/2014,88.78,Corporate
Furniture,2/14/2014,109.68,Consumer
Office Supplies,2/14/2014,126.35,Consumer
Office Supplies,2/14/2014,19.2,Corporate
Technology,2/14/2014,863.96,Consumer
Furniture,2/17/2014,553.51,Consumer
Office Supplies,2/17/2014,125.26,Consumer
Office Supplies,2/17/2014,492.58,Corporate
Technology,2/17/2014,16.19,Corporate
Furniture,2/18/2014,"1,994.68",Home Office
Office Supplies,2/18/2014,366.55,Home Office
Technology,2/18/2014,27.7,Consumer
Technology,2/18/2014,608.31,Home Office
Office Supplies,2/19/2014,10.7,Corporate
Technology,2/19/2014,305.26,Corporate
Furniture,2/20/2014,48.69,Home Office
Office Supplies,2/20/2014,10.66,Consumer
Office Supplies,2/20/2014,"1,121.27",Corporate
Office Supplies,2/20/2014,14,Home Office
Furniture,2/21/2014,23.79,Corporate
Furniture,2/21/2014,391.83,Home Office
Office Supplies,2/21/2014,9.24,Corporate
Office Supplies,2/21/2014,80.66,Home Office
Technology,2/21/2014,224.61,Corporate
Technology,2/21/2014,321.7,Home Office
Technology,2/22/2014,43.59,Consumer
Office Supplies,2/24/2014,40.06,Consumer
Office Supplies,2/24/2014,7.31,Corporate
Technology,2/24/2014,61.89,Corporate
Office Supplies,2/25/2014,4.46,Consumer
Office Supplies,2/25/2014,115.25,Corporate
Technology,2/25/2014,"1,148.23",Corporate
Furniture,2/26/2014,463,Consumer
Office Supplies,2/26/2014,1.68,Consumer
Furniture,2/27/2014,95.64,Consumer
Furniture,2/27/2014,856.54,Home Office
Office Supplies,2/27/2014,328.43,Consumer
Office Supplies,2/27/2014,289.48,Home Office
Technology,2/27/2014,250.82,Consumer
Technology,2/27/2014,853.95,Home Office
Office Supplies,3/1/2014,15.15,Consumer
Furniture,3/3/2014,481.74,Corporate
Office Supplies,3/3/2014,16.68,Consumer
Office Supplies,3/3/2014,291.02,Corporate
Technology,3/3/2014,649.65,Corporate
Furniture,3/4/2014,375.93,Consumer
Furniture,3/4/2014,435.64,Corporate
Office Supplies,3/4/2014,93.7,Consumer
Technology,3/4/2014,"1,114.94",Consumer
Furniture,3/5/2014,112.82,Home Office
Office Supplies,3/5/2014,91.36,Consumer
Office Supplies,3/5/2014,21.87,Corporate
Office Supplies,3/5/2014,11.3,Home Office
Office Supplies,3/6/2014,416.8,Consumer
Office Supplies,3/6/2014,528.49,Corporate
Technology,3/6/2014,311.97,Corporate
Furniture,3/7/2014,74.85,Consumer
Office Supplies,3/7/2014,91,Consumer
Office Supplies,3/7/2014,63.04,Corporate
Office Supplies,3/7/2014,357.54,Home Office
Technology,3/7/2014,191.94,Home Office
Office Supplies,3/8/2014,104.58,Consumer
Technology,3/8/2014,42.7,Home Office
Office Supplies,3/9/2014,151.87,Consumer
Office Supplies,3/9/2014,722.02,Corporate
Office Supplies,3/10/2014,26.21,Consumer
Technology,3/10/2014,431.99,Consumer
Technology,3/10/2014,215.98,Corporate
Furniture,3/11/2014,868.07,Consumer
Furniture,3/11/2014,51.07,Home Office
Office Supplies,3/11/2014,60.02,Corporate
Office Supplies,3/11/2014,5.3,Home Office
Technology,3/11/2014,49.66,Consumer
Technology,3/11/2014,99.64,Corporate
Technology,3/11/2014,39.5,Home Office
Furniture,3/12/2014,163.34,Home Office
Office Supplies,3/12/2014,940.72,Consumer
Office Supplies,3/12/2014,54.46,Home Office
Technology,3/12/2014,832.32,Home Office
Office Supplies,3/13/2014,37.58,Consumer
Office Supplies,3/13/2014,250.23,Corporate
